^1764^;^8^;^9.9^
^1787^;^7^;^6.9^
^1748^;^13^;^4.9^
^1777^;^5^;^6.9^
^2683^;^13^;^4.9^
^1694^;^6^;^8.9^
^1844^;^12^;^1.9^
^1927^;^1^;^4.9^
^1472^;^15^;^9.9^
^1838^;^7^;^3.9^
^1481^;^10^;^8.9^
^1484^;^17^;^4.9^
^1751^;^10^;^6.9^
^1485^;^9^;^5.9^
^1762^;^29^;^2.9^
^1763^;^13^;^3.9^
^1767^;^10^;^5.9^
^1792^;^15^;^5.9^
^1836^;^17^;^6.9^
^3253^;^6^;^3.9^
^3257^;^0^;^3.9^
^1778^;^15^;^7.9^
^1803^;^3^;^3.9^
^1739^;^11^;^2.9^
^1786^;^14^;^9.9^
^1810^;^4^;^11.9^
^1753^;^9^;^6.9^
^1769^;^30^;^6.9^
^1782^;^9^;^2.9^
^1471^;^10^;^9.9^
^1853^;^14^;^2.9^
^3203^;^100^;^1.9^
^3255^;^2^;^3.9^
^3256^;^8^;^3.9^
^1742^;^12^;^7.9^
^1776^;^7^;^6.9^
^1761^;^20^;^6.9^
^1771^;^11^;^8.9^
^1480^;^9^;^8.9^
^1741^;^10^;^6.9^
^2629^;^11^;^5.9^
^2685^;^6^;^2.9^
^3258^;^3^;^4.9^
^1479^;^13^;^8.9^
^1738^;^18^;^9.9^
^1740^;^12^;^6.9^
^1754^;^10^;^5.9^
^1781^;^29^;^3.9^
^3992^;^12^;^3.9^
^1833^;^16^;^2.9^
^1695^;^13^;^4.9^
^1758^;^16^;^4.9^
^1768^;^34^;^3.9^
^1772^;^13^;^3.9^
^1773^;^12^;^3.9^
^1774^;^12^;^5.9^
^1780^;^6^;^6.9^
^3994^;^17^;^4.9^
^1483^;^10^;^12.9^
^1745^;^18^;^7.9^
^2684^;^9^;^6.9^
^1744^;^11^;^6.9^
^1482^;^1^;^8.9^
^8182^;^11^;^12.9^
^8179^;^10^;^13.9^
^8172^;^2^;^22.9^
^8176^;^5^;^12.9^
^8173^;^9^;^16.9^
^8185^;^13^;^12.9^
^8171^;^13^;^10.9^
^8190^;^3^;^25.9^
^8183^;^15^;^11.9^
^8180^;^9^;^13.9^
^8187^;^9^;^11.9^
^8186^;^14^;^12.9^
^8170^;^3^;^40.9^
^8184^;^17^;^16.9^
^8178^;^17^;^15.9^
^8169^;^12^;^13.9^
^8189^;^6^;^25.9^
^8181^;^11^;^28.9^
^8177^;^9^;^15.9^
^1506^;^11^;^10.9^
^1488^;^11^;^6.9^
^1505^;^10^;^10.9^
^1489^;^5^;^6.9^
^1503^;^12^;^6.9^
^1502^;^8^;^6.9^
^3609^;^8^;^8.9^
^1501^;^13^;^6.9^
^1500^;^8^;^6.9^
^1490^;^12^;^11.9^
^1508^;^11^;^9.9^
^1498^;^9^;^6.9^
^1900^;^15^;^3.9^
^1504^;^0^;^11.9^
^1892^;^12^;^3.9^
^1891^;^12^;^3.9^
^1509^;^16^;^17.9^
^1884^;^13^;^3.9^
^1510^;^13^;^9.9^
^1519^;^15^;^7.9^
^1895^;^23^;^3.9^
^1897^;^10^;^3.9^
^1495^;^10^;^8.9^
^1807^;^15^;^3.9^
^1491^;^16^;^6.9^
^1499^;^13^;^6.9^
^1492^;^13^;^6.9^
^1898^;^11^;^3.9^
^1766^;^23^;^6.9^
^1902^;^15^;^3.9^
^1765^;^13^;^6.9^
^10091^;^3^;^6.9^
^10086^;^4^;^5.9^
^10090^;^2^;^6.9^
^10088^;^3^;^10.9^
^10089^;^5^;^9.9^
^10087^;^6^;^10.9^
^10092^;^3^;^6.9^
^4474^;^11^;^7.9^
^1175^;^100^;^3.9^
^574^;^100^;^2.9^
^11193^;^100^;^2.9^
^3903^;^100^;^3.9^
^1360^;^15^;^14.9^
^1362^;^10^;^99.9^
^1361^;^6^;^47.9^
^4529^;^100^;^2.9^
^3904^;^8^;^66.9^
^4718^;^88^;^17.9^
^4662^;^5^;^64.9^
^4653^;^2^;^60.9^
^532^;^16^;^10.9^
^4013^;^0^;^14.9^
^4657^;^0^;^59.9^
^531^;^0^;^14.9^
^4014^;^4^;^14.9^
^4658^;^5^;^72.9^
^4659^;^7^;^61.9^
^4654^;^4^;^54.9^
^4647^;^0^;^11.9^
^4648^;^8^;^11.9^
^11103^;^3^;^62.9^
^14655^;^3^;^11.9^
^11085^;^2^;^28.9^
^11083^;^3^;^36.9^
^11078^;^2^;^36.9^
^14714^;^5^;^14.9^
^14715^;^3^;^14.9^
^11104^;^3^;^62.9^
^14652^;^3^;^11.9^
^11084^;^3^;^36.9^
^11079^;^2^;^36.9^
^14653^;^3^;^11.9^
^11101^;^3^;^62.9^
^11088^;^3^;^28.9^
^11080^;^3^;^36.9^
^11075^;^3^;^36.9^
^14656^;^3^;^11.9^
^11086^;^3^;^28.9^
^11082^;^3^;^36.9^
^11077^;^3^;^36.9^
^11102^;^3^;^62.9^
^14654^;^3^;^11.9^
^11087^;^3^;^28.9^
^11081^;^3^;^36.9^
^11076^;^3^;^36.9^
^12730^;^2^;^32.9^
^12683^;^3^;^32.9^
^11206^;^2^;^32.9^
^12734^;^2^;^32.9^
^14643^;^3^;^32.9^
^12728^;^2^;^32.9^
^12729^;^2^;^32.9^
^8642^;^3^;^12.9^
^8643^;^3^;^9.9^
^8637^;^3^;^13.9^
^8644^;^3^;^7.9^
^14630^;^2^;^15.9^
^14648^;^4^;^15.9^
^14629^;^5^;^15.9^
^14651^;^5^;^17.9^
^11090^;^5^;^15.9^
^11089^;^0^;^11.9^
^14640^;^4^;^8.9^
^14660^;^5^;^5.9^
^14662^;^5^;^5.9^
^14661^;^4^;^5.9^
^14659^;^5^;^5.9^
^14658^;^2^;^5.9^
^14641^;^2^;^14.9^
^11091^;^4^;^17.9^
^14645^;^5^;^15.9^
^11093^;^5^;^17.9^
^8636^;^3^;^7.9^
^8638^;^3^;^9.9^
^8639^;^1^;^9.9^
^8640^;^3^;^7.9^
^8641^;^3^;^5.9^
^11031^;^5^;^10.9^
^11032^;^7^;^10.9^
^11033^;^0^;^10.9^
^11034^;^6^;^10.9^
^11036^;^4^;^10.9^
^11035^;^8^;^10.9^
^14636^;^5^;^11.9^
^11094^;^5^;^9.9^
^11095^;^2^;^9.9^
^14637^;^5^;^11.9^
^11201^;^5^;^9.9^
^11204^;^5^;^9.9^
^9976^;^11^;^8.9^
^14694^;^72^;^13.9^
^14695^;^84^;^14.9^
^626^;^52^;^12.9^
^13370^;^0^;^1780.9^
^2692^;^17^;^52.9^
^2691^;^5^;^183.9^
^2690^;^2^;^549.9^
^13390^;^100^;^12.9^
^1016^;^100^;^11.9^
^1018^;^0^;^1580.9^
^1017^;^2^;^551.9^
^13472^;^0^;^6.9^
^1019^;^100^;^10.9^
^1020^;^0^;^1337.9^
^2693^;^0^;^440.9^
^1013^;^100^;^10.9^
^1015^;^0^;^1285.9^
^1014^;^1^;^420.9^
^391^;^100^;^10.9^
^13588^;^10^;^11.9^
^13586^;^0^;^1590.9^
^13585^;^1^;^167.9^
^13589^;^3^;^46.9^
^13587^;^0^;^487.9^
^13371^;^32^;^42.9^
^13474^;^100^;^6.9^
^1021^;^100^;^11.9^
^1023^;^0^;^1406.9^
^1022^;^0^;^475.9^
^1005^;^60^;^12.9^
^13369^;^0^;^1780.9^
^2696^;^6^;^183.9^
^2695^;^100^;^52.9^
^2697^;^2^;^543.9^
^1024^;^100^;^12.9^
^2833^;^100^;^9.9^
^2845^;^52^;^39.9^
^3211^;^0^;^470.9^
^13593^;^24^;^10.9^
^13591^;^0^;^1544.9^
^13590^;^1^;^162.9^
^13594^;^4^;^45.9^
^13592^;^0^;^474.9^
^13598^;^25^;^44.9^
^13382^;^100^;^9.9^
^13380^;^0^;^1575.9^
^13379^;^3^;^163.9^
^14690^;^72^;^36.9^
^13381^;^4^;^480.9^
^588^;^1^;^1607.9^
^13387^;^100^;^9.9^
^13385^;^1^;^1575.9^
^13384^;^5^;^163.9^
^13388^;^100^;^43.9^
^13386^;^4^;^480.9^
^466^;^1^;^1354.9^
^586^;^7^;^465.9^
^8235^;^100^;^9.9^
^4036^;^100^;^36.9^
^4134^;^100^;^14.9^
^4412^;^1^;^470.9^
^1010^;^100^;^11.9^
^1012^;^0^;^1094.9^
^1011^;^0^;^365.9^
^4782^;^0^;^11.9^
^1006^;^63^;^11.9^
^1007^;^1^;^1840.9^
^1008^;^2^;^11.9^
^1009^;^0^;^1493.9^
^3220^;^100^;^9.9^
^14755^;^4^;^31.9^
^3224^;^20^;^39.9^
^3226^;^0^;^415.9^
^13616^;^0^;^1405.9^
^3216^;^3^;^9.9^
^13617^;^0^;^1405.9^
^993^;^100^;^8.9^
^995^;^0^;^1424.9^
^994^;^0^;^440.9^
^996^;^0^;^8.9^
^998^;^0^;^1024.9^
^4563^;^0^;^48.9^
^997^;^1^;^440.9^
^991^;^100^;^9.9^
^992^;^0^;^1528.9^
^390^;^74^;^9.9^
^13473^;^100^;^6.9^
^13597^;^48^;^10.9^
^13595^;^0^;^1482.9^
^13596^;^0^;^454.9^
^13602^;^95^;^10.9^
^13600^;^0^;^1497.9^
^13599^;^4^;^158.9^
^13603^;^9^;^44.9^
^13601^;^0^;^458.9^
^13607^;^28^;^10.9^
^13605^;^0^;^1497.9^
^13604^;^3^;^158.9^
^13608^;^49^;^44.9^
^13606^;^0^;^458.9^
^13612^;^24^;^9.9^
^13610^;^0^;^1406.9^
^13609^;^8^;^147.9^
^2765^;^100^;^10.9^
^13389^;^0^;^1530.9^
^2767^;^6^;^159.9^
^4838^;^84^;^35.9^
^2766^;^27^;^55.9^
^2768^;^0^;^477.9^
^18^;^100^;^8.9^
^590^;^0^;^1310.9^
^2694^;^3^;^135.9^
^30^;^100^;^33.9^
^589^;^3^;^407.9^
^13411^;^24^;^5.9^
^13413^;^9^;^24.9^
^13417^;^0^;^820.9^
^13418^;^12^;^24.9^
^13419^;^0^;^248.9^
^21^;^83^;^8.9^
^592^;^0^;^1250.9^
^2735^;^12^;^125.9^
^31^;^100^;^40.9^
^4613^;^21^;^35.9^
^591^;^4^;^375.9^
^20^;^100^;^8.9^
^4666^;^0^;^1279.9^
^3213^;^8^;^131.9^
^3212^;^42^;^38.9^
^1002^;^100^;^8.9^
^4665^;^1^;^393.9^
^1004^;^0^;^1424.9^
^1003^;^0^;^440.9^
^982^;^51^;^11.9^
^999^;^94^;^8.9^
^1001^;^0^;^1073.9^
^1000^;^2^;^373.9^
^3210^;^64^;^6.9^
^13398^;^0^;^867.9^
^13399^;^8^;^86.9^
^163^;^27^;^25.9^
^652^;^5^;^260.9^
^409^;^100^;^8.9^
^22^;^100^;^7.9^
^594^;^0^;^1114.9^
^516^;^52^;^34.9^
^593^;^0^;^330.9^
^23^;^100^;^7.9^
^13618^;^37^;^35.9^
^13404^;^32^;^5.9^
^13406^;^0^;^779.9^
^13409^;^21^;^24.9^
^1039^;^66^;^8.9^
^13524^;^0^;^928.9^
^221^;^11^;^59.9^
^13374^;^0^;^2362.9^
^13375^;^2^;^249.9^
^13373^;^100^;^16.9^
^13377^;^100^;^65.9^
^13378^;^0^;^726.9^
^201^;^0^;^13.9^
^13372^;^0^;^1866.9^
^2727^;^2^;^556.9^
^11113^;^21^;^9.9^
^11114^;^24^;^9.9^
^14760^;^24^;^12.9^
^14763^;^0^;^2198.9^
^14761^;^1^;^219.9^
^14762^;^0^;^646.9^
^14764^;^24^;^10.9^
^14767^;^0^;^1785.9^
^14765^;^1^;^179.9^
^14766^;^0^;^526.9^
^11115^;^36^;^9.9^
^11117^;^19^;^9.9^
^11110^;^31^;^8.9^
^11111^;^1^;^143.9^
^11112^;^0^;^418.9^
^11116^;^24^;^9.9^
^2136^;^48^;^6.9^
^2140^;^0^;^955.9^
^2138^;^1^;^99.9^
^2139^;^0^;^287.9^
^951^;^12^;^257.9^
^1441^;^0^;^850.9^
^950^;^3^;^89.9^
^546^;^85^;^26.9^
^1443^;^42^;^6.9^
^1446^;^0^;^920.9^
^1444^;^3^;^96.9^
^11060^;^11^;^28.9^
^1445^;^0^;^277.9^
^1447^;^45^;^6.9^
^1450^;^0^;^899.9^
^1448^;^1^;^94.9^
^11061^;^11^;^28.9^
^1449^;^0^;^271.9^
^547^;^100^;^5.9^
^1442^;^0^;^729.9^
^952^;^2^;^78.9^
^548^;^46^;^23.9^
^953^;^6^;^222.9^
^11062^;^36^;^6.9^
^1453^;^0^;^899.9^
^1451^;^2^;^94.9^
^11064^;^11^;^28.9^
^1452^;^1^;^271.9^
^1454^;^48^;^5.9^
^1458^;^0^;^684.9^
^1456^;^0^;^73.9^
^1455^;^10^;^22.9^
^1457^;^1^;^209.9^
^545^;^100^;^6.9^
^2145^;^0^;^576.9^
^2143^;^2^;^62.9^
^2142^;^43^;^17.9^
^2144^;^2^;^174.9^
^549^;^50^;^5.9^
^1459^;^0^;^639.9^
^954^;^2^;^71.9^
^550^;^50^;^21.9^
^955^;^2^;^196.9^
^11118^;^34^;^6.9^
^11119^;^2^;^96.9^
^11120^;^2^;^277.9^
^1465^;^0^;^510.9^
^1462^;^8^;^57.9^
^1460^;^45^;^16.9^
^1464^;^5^;^157.9^
^551^;^100^;^4.9^
^1461^;^0^;^538.9^
^607^;^0^;^61.9^
^552^;^25^;^18.9^
^956^;^2^;^167.9^
^2036^;^30^;^6.9^
^2054^;^0^;^920.9^
^2037^;^1^;^96.9^
^2038^;^0^;^277.9^
^1469^;^0^;^461.9^
^1467^;^1^;^52.9^
^1466^;^96^;^14.9^
^1468^;^2^;^143.9^
^964^;^23^;^4.9^
^1523^;^0^;^503.9^
^1521^;^1^;^57.9^
^965^;^7^;^18.9^
^1522^;^0^;^157.9^
^1389^;^22^;^9.9^
^1390^;^0^;^427.9^
^14757^;^7^;^28.9^
