^8538^;^2^;^107.9^
^8547^;^6^;^44.9^
^8548^;^6^;^41.9^
^8540^;^6^;^38.9^
^8541^;^1^;^111.9^
^8544^;^0^;^376.9^
^8542^;^5^;^38.9^
^8543^;^2^;^111.9^
^8545^;^0^;^431.9^
^8546^;^6^;^44.9^
^8552^;^2^;^47.9^
^8553^;^3^;^140.9^
^8554^;^1^;^52.9^
^8555^;^2^;^154.9^
